precio,cantidad,descuento,total_venta,categoria,metodo_pago,cliente,producto,comentarios,descripcion_producto,fecha
349.79,8,0.19,6372.09,Electrónica,Efectivo,"{'nombre': 'Dr. Stephen Hancock', 'edad': 22, 'ciudad': 'CDMX'}","{'nombre': 'oil', 'marca': 'Riley-Jones', 'stock': 53}",Join economy include paper see end rich. Blood effort air line less perform.,Allow many wide until. Itself property order above positive group.,2025-08-03
3009.67,5,0.16,9836.43,Ropa,Transferencia,"{'nombre': 'Ryan Maddox', 'edad': 57, 'ciudad': 'Guadalajara'}","{'nombre': 'center', 'marca': 'Davies-Sullivan', 'stock': 19}",Idea no thing budget race. Fight add key. Bag those discuss audience operation.,There only should stop property decide exist. Class home really every ready.,2025-04-07
3975.68,7,0.27,5897.95,Ropa,Tarjeta,"{'nombre': 'Catherine Thompson', 'edad': 34, 'ciudad': 'Puebla'}","{'nombre': 'find', 'marca': 'Warren-Nash', 'stock': 75}",Or coach report. Remain occur probably other ground card. Both until quite product suffer book.,Message character care decide language laugh issue. Low build city statement that.,2025-06-06
114.13,5,0.26,4166.91,Hogar,Efectivo,"{'nombre': 'Paul Williams', 'edad': 40, 'ciudad': 'Puebla'}","{'nombre': 'drive', 'marca': 'Butler, James and Kemp', 'stock': 46}",Break each nation reveal. Government bank rate.,"Customer thousand space. They check consumer well.
Develop range outside perhaps. Positive thank serve of help little country.",2025-11-30
3215.07,4,0.18,8664.79,Hogar,PayPal,"{'nombre': 'Tammy Smith', 'edad': 22, 'ciudad': 'Querétaro'}","{'nombre': 'blue', 'marca': 'Gonzalez, Ross and Smith', 'stock': 5}",Note together key brother less catch already. Easy clear put rise.,Car simply forget director. History official purpose choice fire plan pretty finish. Like mission police recognize set against once.,2025-11-07
3158.41,3,0.19,5603.19,Hogar,PayPal,"{'nombre': 'Matthew Joseph', 'edad': 54, 'ciudad': 'Puebla'}","{'nombre': 'question', 'marca': 'Guerra, Bell and Clarke', 'stock': 100}",Series body key however firm political.,"Effort film edge day. Red operation deep dinner bar page road.
Near rule share treat choose. Artist music international value image cost name.",2025-05-25
2178.43,5,0.25,712.39,Electrónica,Tarjeta,"{'nombre': 'Sarah Lee', 'edad': 34, 'ciudad': 'CDMX'}","{'nombre': 'present', 'marca': 'Steele-Murray', 'stock': 64}",Actually level audience final. Operation want surface base fear probably issue.,Simple board meet nature shake behavior office. Where sea skin him. Process music bag reason blue car.,2026-03-29
458.67,4,0.13,3472.58,Belleza,Tarjeta,"{'nombre': 'Connie Griffin', 'edad': 55, 'ciudad': 'CDMX'}","{'nombre': 'democratic', 'marca': 'Green, Reid and Booth', 'stock': 71}",Media none base civil chair walk forward east. Fire shoulder another sound investment.,Project nearly television whole clear anyone leave. Society seat Democrat. Wife training every activity left sell set I.,2026-02-24
1052.8,8,0.26,3040.12,Belleza,PayPal,"{'nombre': 'Craig Rodgers', 'edad': 19, 'ciudad': 'Querétaro'}","{'nombre': 'need', 'marca': 'Hamilton Ltd', 'stock': 74}",With its if. He a red woman.,Fly other specific media accept air. Figure news fill design environmental month. Real increase interest military energy. Group large fund.,2025-12-24
1959.42,6,0.16,5044.55,Hogar,Efectivo,"{'nombre': 'Bianca Benson', 'edad': 36, 'ciudad': 'CDMX'}","{'nombre': 'pattern', 'marca': 'Klein, Griffin and House', 'stock': 2}",Thing already green. Commercial similar foot month author. Development standard amount do try.,On effort form happy across later dinner. Protect during woman design growth task we recognize. Though check color every.,2025-08-01
4386.44,9,0.27,267.21,Electrónica,Tarjeta,"{'nombre': 'James Garcia', 'edad': 23, 'ciudad': 'Puebla'}","{'nombre': 'wear', 'marca': 'Watson-Miller', 'stock': 71}",Say manage these successful allow benefit. Color risk conference marriage.,My game activity woman. Forward seven gun federal religious election last.,2025-10-26
1450.83,8,0.21,5143.89,Belleza,Transferencia,"{'nombre': 'Mary Wilson', 'edad': 50, 'ciudad': 'CDMX'}","{'nombre': 'maybe', 'marca': 'Carter-White', 'stock': 74}",Available bill rise student consumer. Value together student defense player likely note.,Necessary face test test guess. Area say wait skin poor feeling left.,2025-05-04
385.39,1,0.24,4102.36,Deportes,Transferencia,"{'nombre': 'Rhonda Hill', 'edad': 57, 'ciudad': 'Puebla'}","{'nombre': 'if', 'marca': 'Shelton and Sons', 'stock': 60}",Miss point rich in. Between follow address everyone.,Test especially at book movie news. Small inside this century her full maintain democratic. Often amount simply carry.,2026-02-24
1363.12,4,0.21,883.16,Electrónica,Tarjeta,"{'nombre': 'Kayla Ramos', 'edad': 40, 'ciudad': 'Querétaro'}","{'nombre': 'begin', 'marca': 'Steele-Adams', 'stock': 9}",Begin stand different history of develop. Mouth which may. Upon range specific same.,Hit like short including energy early determine. Wife pull by. Factor player house ago yard subject.,2025-05-11
112.25,1,0.2,9071.54,Belleza,Efectivo,"{'nombre': 'Gregory Carpenter', 'edad': 52, 'ciudad': 'CDMX'}","{'nombre': 'six', 'marca': 'James and Sons', 'stock': 82}",Would any mention ahead.,Strategy large big. Site itself drop than. Maybe dog trouble strategy peace.,2026-01-07
2745.21,2,0.01,1343.97,Ropa,Tarjeta,"{'nombre': 'William Kane', 'edad': 25, 'ciudad': 'Puebla'}","{'nombre': 'himself', 'marca': 'Miller-Scott', 'stock': 56}",Sort difference cultural security teacher.,"Phone name grow herself plant Mr.
Lose community with hit recent create follow.",2025-05-08
3187.09,1,0.14,8344.1,Hogar,Tarjeta,"{'nombre': 'Miguel Garcia', 'edad': 34, 'ciudad': 'Monterrey'}","{'nombre': 'true', 'marca': 'Frey-Warren', 'stock': 71}",Certain control find account. Reveal child upon million child.,Protect common article author. Become thousand three consider college yet five.,2025-11-24
4481.13,5,0.08,8619.67,Ropa,PayPal,"{'nombre': 'Catherine Stewart', 'edad': 35, 'ciudad': 'Monterrey'}","{'nombre': 'college', 'marca': 'Willis-Bailey', 'stock': 49}",Republican film example power. Everybody organization pretty.,Take old accept use without learn million information. Itself sing laugh painting child Democrat poor.,2025-10-16
4223.5,8,0.3,5110.33,Belleza,Tarjeta,"{'nombre': 'Mr. Andre Hanson', 'edad': 23, 'ciudad': 'Guadalajara'}","{'nombre': 'analysis', 'marca': 'Massey, Russell and Austin', 'stock': 9}",Deal foot yourself situation. Up improve summer stuff white.,Fear sound center anything serve coach. Ago matter act able industry minute unit. Culture since finish.,2025-06-26
1605.64,6,0.13,2048.42,Deportes,Tarjeta,"{'nombre': 'Dr. Erica Morales', 'edad': 22, 'ciudad': 'Monterrey'}","{'nombre': 'choose', 'marca': 'Bowen, Pacheco and Adams', 'stock': 62}",Grow body structure require account Congress. Upon reveal spend.,"Each where create modern career decade skin. A discuss probably response meet. Media nice day heavy.
Do property guess kitchen. Turn through again.",2025-10-27
2885.97,4,0.08,4133.09,Deportes,PayPal,"{'nombre': 'Angelica Rodriguez', 'edad': 33, 'ciudad': 'Guadalajara'}","{'nombre': 'fear', 'marca': 'Obrien-Thornton', 'stock': 19}",Speak moment him final. Firm ground reflect step. Last sound process item action skill.,Able between organization call ball large. Upon church appear tax something.,2025-10-16
3225.69,8,0.23,6647.48,Electrónica,Transferencia,"{'nombre': 'Lacey Mckinney', 'edad': 36, 'ciudad': 'Puebla'}","{'nombre': 'soldier', 'marca': 'Wagner-Klein', 'stock': 24}",Table campaign ago. Beyond responsibility mother seek him report.,Cell example one speak trouble avoid. Young happy collection get fill husband. Power public standard book minute determine.,2026-02-23
305.46,2,0.15,4708.33,Electrónica,Efectivo,"{'nombre': 'Maxwell Robinson', 'edad': 49, 'ciudad': 'Monterrey'}","{'nombre': 'employee', 'marca': 'Rogers Ltd', 'stock': 71}",Building road one sell real.,"Career when across join dark produce. Appear specific produce treat industry opportunity. Firm whom store half.
Including peace rate ready.",2025-12-30
3170.57,6,0.05,148.3,Deportes,Efectivo,"{'nombre': 'Jennifer Levy', 'edad': 29, 'ciudad': 'Monterrey'}","{'nombre': 'speak', 'marca': 'Smith-Thompson', 'stock': 38}",Quality will college. Sport garden both free. Range star must particular recent camera four.,Science tax century direction. Another everyone where. Congress purpose difference here time may national.,2025-12-06
4485.59,2,0.27,9554.32,Deportes,Efectivo,"{'nombre': 'Lorraine Johnson', 'edad': 19, 'ciudad': 'Querétaro'}","{'nombre': 'artist', 'marca': 'Walter PLC', 'stock': 73}",Behind establish camera stand by suffer involve. Father shoulder create much.,Time environmental wind ever. He everyone wait start down stock response house. Fact agree seat.,2025-06-09
3584.1,3,0.02,8486.91,Electrónica,Efectivo,"{'nombre': 'Lawrence Hardin MD', 'edad': 35, 'ciudad': 'CDMX'}","{'nombre': 'fire', 'marca': 'Oconnell and Sons', 'stock': 98}",Oil city federal his. Force truth stop.,"Half employee ten. Mission less concern day happen would particular.
Vote nor play moment garden study. Base artist director series election.",2026-01-18
3810.56,7,0.03,1513.85,Electrónica,Tarjeta,"{'nombre': 'Jonathan Sanchez', 'edad': 58, 'ciudad': 'Monterrey'}","{'nombre': 'attack', 'marca': 'Hatfield, Johnson and Kelly', 'stock': 30}",Fund late economic college yard concern another. Expect inside produce skin full ago television.,Piece central pay moment. Small it land among business. Low wear feel international.,2026-02-27
2290.89,7,0.15,5636.16,Belleza,Transferencia,"{'nombre': 'James Jones', 'edad': 40, 'ciudad': 'Monterrey'}","{'nombre': 'action', 'marca': 'Andrews LLC', 'stock': 95}",Recent beyond for number. Just history guy tough ago again.,Along whose agree between drop fight follow. Service ability sign community.,2026-01-17
1105.8,6,0.27,2878.3,Hogar,Efectivo,"{'nombre': 'Dustin Nixon', 'edad': 20, 'ciudad': 'CDMX'}","{'nombre': 'tax', 'marca': 'Payne Inc', 'stock': 26}",Ground central lay. Fund economic guess return while I affect.,Democratic cost soldier research budget. Score science since list price during agree.,2025-12-20
63.52,4,0.05,1667.96,Hogar,Transferencia,"{'nombre': 'Regina Hunt', 'edad': 33, 'ciudad': 'Guadalajara'}","{'nombre': 'reduce', 'marca': 'Stone, Thomas and Jones', 'stock': 35}",New PM compare enjoy effect perhaps structure do. Describe them start blood its.,Money minute people question yourself hit movement. Process place so modern. Hundred manage finish month. Argue best song avoid guess.,2025-04-23
1107.4,9,0.04,2989.4,Electrónica,Efectivo,"{'nombre': 'Christopher Ray', 'edad': 56, 'ciudad': 'Guadalajara'}","{'nombre': 'cover', 'marca': 'Gardner Group', 'stock': 57}",Candidate use painting. Yourself show young third.,Form eye television factor. Tell civil hotel forget few probably seven. Respond Mr market.,2025-12-07
4499.01,7,0.25,476.89,Deportes,Efectivo,"{'nombre': 'Nathan Kerr', 'edad': 60, 'ciudad': 'Puebla'}","{'nombre': 'resource', 'marca': 'Hoover-Bishop', 'stock': 13}",Prepare expect finally wife. Arm voice detail any. Sell research over public plant ahead.,Event character really anything. After form newspaper always write course station.,2025-10-21
312.25,1,0.1,4923.64,Belleza,PayPal,"{'nombre': 'Christopher Hamilton', 'edad': 58, 'ciudad': 'Querétaro'}","{'nombre': 'social', 'marca': 'Villarreal, Wilkinson and Duncan', 'stock': 56}",Art positive exactly trade window spring. Else cut response goal. Market article upon.,Social fall two send forward. Goal way fear always. Sign rich side after address father image. Career bed sell.,2026-03-16
531.45,2,0.23,2858.0,Deportes,Efectivo,"{'nombre': 'Melissa Ford', 'edad': 44, 'ciudad': 'Guadalajara'}","{'nombre': 'that', 'marca': 'Key, White and Patton', 'stock': 35}",Security affect free safe skin. Involve game here property success join.,Must religious report position. Really yourself against realize tax for only. Prove language professional help present.,2026-01-16
3667.74,6,0.01,7518.69,Ropa,Transferencia,"{'nombre': 'Travis Mcneil', 'edad': 41, 'ciudad': 'Monterrey'}","{'nombre': 'result', 'marca': 'Hendricks LLC', 'stock': 44}",Laugh behavior idea although identify month pick discuss. Friend whom fly.,Network hope smile huge. International near trip American policy difficult room. Camera share bag season price clear.,2026-02-28
3234.39,8,0.19,9315.09,Ropa,Efectivo,"{'nombre': 'David Freeman', 'edad': 33, 'ciudad': 'Puebla'}","{'nombre': 'yard', 'marca': 'Ferguson PLC', 'stock': 85}",Stay outside often lose important particular what. Benefit keep save deal rock.,"Find piece such along box. Place another rather go tonight direction.
Stay imagine phone front. Media vote example wall standard step head.",2025-04-03
3060.36,6,0.01,9994.37,Electrónica,Efectivo,"{'nombre': 'Cheryl Riley', 'edad': 22, 'ciudad': 'Guadalajara'}","{'nombre': 'position', 'marca': 'Miller-Lane', 'stock': 100}",Affect election feel herself their. Learn magazine hope medical be somebody of.,Owner recent role discussion billion. Democrat billion whose term. Entire student if cultural.,2026-03-26
4818.29,2,0.2,4992.73,Hogar,Transferencia,"{'nombre': 'Eugene Long', 'edad': 44, 'ciudad': 'CDMX'}","{'nombre': 'common', 'marca': 'Lopez and Sons', 'stock': 68}",Various would first budget.,Whatever shoulder life quite very quite various.,2025-11-26
4889.97,4,0.24,1302.13,Ropa,Transferencia,"{'nombre': 'Scott Hodges', 'edad': 56, 'ciudad': 'Puebla'}","{'nombre': 'yourself', 'marca': 'Moreno Ltd', 'stock': 74}",Mrs although game want response. Marriage growth both environmental week. Value box when area us I.,"Strong know institution business boy message choice. Hundred image sort adult walk risk mention.
Name to month avoid performance base management.",2025-09-24
3660.61,1,0.26,9118.62,Belleza,PayPal,"{'nombre': 'Amy Rogers', 'edad': 51, 'ciudad': 'Guadalajara'}","{'nombre': 'by', 'marca': 'Deleon Inc', 'stock': 4}",Affect on degree glass space piece bed. Firm new machine hot.,"Hospital detail degree. Assume practice prevent newspaper return.
Writer challenge gas newspaper television.
For pass sign able store.",2025-04-21
4095.94,8,0.1,1547.27,Deportes,Transferencia,"{'nombre': 'Joseph Landry', 'edad': 22, 'ciudad': 'Monterrey'}","{'nombre': 'improve', 'marca': 'Sosa, Casey and Jones', 'stock': 75}",Network catch both lose deal. Force knowledge growth.,Front want budget tend ask explain security because. Safe expect fast add analysis experience break turn.,2026-02-25
1011.53,7,0.26,1718.68,Deportes,Tarjeta,"{'nombre': 'Katrina Swanson', 'edad': 49, 'ciudad': 'Monterrey'}","{'nombre': 'account', 'marca': 'Martin, Dean and Buckley', 'stock': 74}",Hold nor well ahead degree worker. Water because five smile audience.,Check specific check scene mention apply response. All challenge occur fast.,2025-12-07
68.41,6,0.29,5614.74,Electrónica,Efectivo,"{'nombre': 'Timothy Campos', 'edad': 45, 'ciudad': 'Guadalajara'}","{'nombre': 'can', 'marca': 'Cummings Group', 'stock': 41}","Free their each arm.
Back major I him former. Decision happen back less.",Memory it gas property consider. Seem authority guy garden billion. Fall training sit lead health whose million. Much century low hand test.,2026-03-02
4736.23,5,0.03,4687.8,Deportes,PayPal,"{'nombre': 'Paul Nichols', 'edad': 37, 'ciudad': 'Guadalajara'}","{'nombre': 'small', 'marca': 'Gibbs, Torres and West', 'stock': 48}",Charge fire those general see mention drop. Together although politics.,"Day can everything well throw factor. News TV rich focus.
And may leader sea. Evidence whatever choice popular. Indicate economy job go that chair.",2025-06-24
1391.88,1,0.06,9915.31,Ropa,Efectivo,"{'nombre': 'Kenneth Lopez Jr.', 'edad': 26, 'ciudad': 'Monterrey'}","{'nombre': 'ten', 'marca': 'Martin-Anderson', 'stock': 79}",International image accept production. Nice list exist catch. Activity we determine wide.,"He against business parent should quality just area.
Wall already senior me thus. Team control sure.",2026-03-29
689.86,2,0.19,440.27,Hogar,PayPal,"{'nombre': 'Benjamin Brown', 'edad': 51, 'ciudad': 'Monterrey'}","{'nombre': 'blue', 'marca': 'Savage-Gilbert', 'stock': 52}",Talk writer accept eight. Bar store fear shoulder.,Fish now kid mention measure. Against trade laugh mention heavy.,2025-06-24
2521.59,4,0.14,2879.1,Electrónica,Efectivo,"{'nombre': 'Mrs. Maureen Jenkins', 'edad': 47, 'ciudad': 'Guadalajara'}","{'nombre': 'rock', 'marca': 'Michael and Sons', 'stock': 32}",Mother series property glass management than. Sign stay son five. Stock ago decision.,Personal budget suggest suddenly side serious his. Expert bring address ok magazine situation. General since pick body.,2025-08-15
1181.13,7,0.07,7286.65,Electrónica,PayPal,"{'nombre': 'Angela Sawyer', 'edad': 47, 'ciudad': 'Monterrey'}","{'nombre': 'heavy', 'marca': 'Gray-Booker', 'stock': 28}",Water support better goal this join wrong. Show place loss say light.,It us station interest important material energy. Catch into arm team. Stage huge area knowledge raise little.,2026-03-25
4866.12,4,0.01,3978.58,Belleza,PayPal,"{'nombre': 'Phillip Hill DDS', 'edad': 34, 'ciudad': 'Guadalajara'}","{'nombre': 'garden', 'marca': 'Beard-Matthews', 'stock': 17}",Cold a street good sea. Popular behind describe research. Mother heart its those hotel me.,Rule cost audience officer next foreign very. Garden during technology build agreement wide a. Guy since despite safe clearly population rate.,2025-08-10
1527.95,2,0.11,7335.83,Deportes,Tarjeta,"{'nombre': 'Kimberly Walker', 'edad': 59, 'ciudad': 'Monterrey'}","{'nombre': 'fight', 'marca': 'Bryant-Smith', 'stock': 38}",Drive send give language go. Stock range so city analysis. Population heart report drug.,Focus pull ask budget your pull. They sing PM attack computer somebody.,2025-10-06
3969.79,8,0.07,8336.57,Electrónica,Efectivo,"{'nombre': 'Sara Donaldson', 'edad': 33, 'ciudad': 'Querétaro'}","{'nombre': 'special', 'marca': 'Martinez Inc', 'stock': 32}",Family kind note brother myself. Painting agent dream.,Can carry together cultural. With teach individual top campaign enjoy gun.,2025-06-15
3737.89,6,0.27,229.27,Ropa,Tarjeta,"{'nombre': 'Brandon Burns', 'edad': 48, 'ciudad': 'Querétaro'}","{'nombre': 'stand', 'marca': 'Warren-Fox', 'stock': 64}",Break agreement reason account bad police adult. Section listen you success listen bed memory.,Use possible the reality avoid agency population. Professor material do free.,2025-04-07
3393.38,9,0.08,9347.15,Electrónica,Tarjeta,"{'nombre': 'Kevin Smith', 'edad': 52, 'ciudad': 'CDMX'}","{'nombre': 'soldier', 'marca': 'Sanchez-Solis', 'stock': 47}",West discover get behavior individual vote civil. Reach already dark idea.,Low seat civil final inside do. Able hear discussion be agreement will particular nature. Go say tend its join.,2026-03-10
4663.57,6,0.05,7926.26,Deportes,PayPal,"{'nombre': 'Teresa Bennett', 'edad': 52, 'ciudad': 'Puebla'}","{'nombre': 'walk', 'marca': 'Black-Roberts', 'stock': 91}",Pick someone including I. Mission would house nature party coach cell.,Take their cultural continue degree great feel. Represent player usually purpose. Top four others respond a.,2025-04-24
4339.16,1,0.05,3374.76,Hogar,Transferencia,"{'nombre': 'Valerie Stone', 'edad': 41, 'ciudad': 'Querétaro'}","{'nombre': 'learn', 'marca': 'Rowe, Kirk and Horne', 'stock': 3}",Serious cover international wonder market recognize.,They open start situation large. Option hit environmental force wife before TV cost.,2026-02-15
1070.51,5,0.11,8214.31,Deportes,Tarjeta,"{'nombre': 'Crystal Burke', 'edad': 37, 'ciudad': 'Guadalajara'}","{'nombre': 'week', 'marca': 'Lewis, Simmons and Golden', 'stock': 18}",Where recent day thing. Ball tree Congress weight structure high. Price than its leader.,Bit yeah piece wind play themselves. And score can. Choice the traditional tonight would white question.,2025-05-13
1096.9,5,0.06,7441.8,Deportes,PayPal,"{'nombre': 'Mr. Nicholas Miller', 'edad': 60, 'ciudad': 'Guadalajara'}","{'nombre': 'answer', 'marca': 'Howard Ltd', 'stock': 61}",Social human act federal nor task. Site others career effect then.,Often these natural sure quickly treatment. Production guess final natural ok feel enjoy.,2026-03-17
774.73,2,0.08,5259.54,Belleza,Transferencia,"{'nombre': 'John Mccoy', 'edad': 47, 'ciudad': 'Monterrey'}","{'nombre': 'own', 'marca': 'Ward, Cochran and Meyer', 'stock': 41}",Hold alone the under book project use. Important ground response weight southern so.,Particularly wish full professor coach. Outside civil during national agreement receive. Somebody development story land kitchen almost.,2025-04-30
1759.98,4,0.04,364.0,Belleza,Tarjeta,"{'nombre': 'Javier Bradshaw', 'edad': 31, 'ciudad': 'Querétaro'}","{'nombre': 'paper', 'marca': 'Porter Inc', 'stock': 4}",Beat hope can hot. Certainly dark offer trial increase mouth.,System record environment act him model. Difference that send sport world address.,2025-05-22
1132.93,6,0.14,8836.91,Deportes,Efectivo,"{'nombre': 'Andrew Chandler', 'edad': 34, 'ciudad': 'Guadalajara'}","{'nombre': 'thank', 'marca': 'Brown and Sons', 'stock': 78}",Table itself foreign product. Food there ball least lead sometimes myself.,Picture shoulder always blood play through. Third send per area miss gun.,2026-02-18
2913.37,1,0.25,9891.87,Deportes,PayPal,"{'nombre': 'Sara Dawson', 'edad': 47, 'ciudad': 'Puebla'}","{'nombre': 'Mr', 'marca': 'Bradford PLC', 'stock': 25}",Project general cold today base. Method analysis be social cup friend prove.,Idea player than model level ball. Land but politics view official analysis item. Thousand loss to force discover mean.,2025-09-28
965.07,5,0.17,7466.81,Belleza,Efectivo,"{'nombre': 'Jeffrey Wade', 'edad': 23, 'ciudad': 'Monterrey'}","{'nombre': 'effect', 'marca': 'Potter Group', 'stock': 17}",Form main music. Young start more two. After here statement simple day.,They support sense exactly property. Help service there week TV. Most toward adult garden shake. Win morning task buy edge difficult yet.,2025-08-14
1536.6,2,0.26,2723.88,Hogar,Transferencia,"{'nombre': 'Carolyn Banks', 'edad': 40, 'ciudad': 'Querétaro'}","{'nombre': 'pull', 'marca': 'Gonzalez Ltd', 'stock': 78}",Health quickly value behavior. Sit personal father pass. Physical travel well window concern but.,Arrive within under total out stand. Image significant many painting job. Benefit guy kid animal good name both.,2025-07-26
1468.64,8,0.24,7334.83,Belleza,PayPal,"{'nombre': 'Sean Duffy', 'edad': 51, 'ciudad': 'Guadalajara'}","{'nombre': 'direction', 'marca': 'Smith and Sons', 'stock': 28}",Catch yes majority say bar activity. Often others find. Step expert begin.,Where learn society use focus current. Arm music minute.,2026-02-21
2468.8,2,0.01,8787.49,Ropa,Efectivo,"{'nombre': 'Robert Chapman', 'edad': 56, 'ciudad': 'Guadalajara'}","{'nombre': 'item', 'marca': 'Smith-Lindsey', 'stock': 98}",Become believe star travel. Effort house health ground. Trade change teach along among movie ten.,Event involve party share father deep. Democrat admit size total television.,2025-11-15
1543.15,3,0.18,7578.22,Ropa,Efectivo,"{'nombre': 'Gabriel Bowman', 'edad': 31, 'ciudad': 'Guadalajara'}","{'nombre': 'tough', 'marca': 'Lopez-Rivera', 'stock': 97}",Challenge apply first. Mean challenge because year toward answer same threat.,Field difference job listen. Wife face media. Provide evening Mrs million several campaign. Partner beyond party approach sing middle.,2025-10-09
3857.58,4,0.03,7665.78,Deportes,Transferencia,"{'nombre': 'Tammy Gibson', 'edad': 34, 'ciudad': 'Guadalajara'}","{'nombre': 'brother', 'marca': 'Dennis, Marquez and Harper', 'stock': 65}",Nearly time spend. Class eight nation nor account. Good inside yet wrong.,Who end act. Benefit over sometimes young feel fish. Man federal his work.,2025-09-13
59.25,7,0.22,6332.69,Electrónica,Efectivo,"{'nombre': 'Amanda Potter', 'edad': 37, 'ciudad': 'Monterrey'}","{'nombre': 'east', 'marca': 'Odonnell-Rodriguez', 'stock': 67}",Congress feeling trial too read. Wish behavior PM that time collection.,Good difference painting music sense. Rich price clear myself like so market.,2025-05-13
398.44,4,0.3,6693.29,Hogar,PayPal,"{'nombre': 'Kathryn Nguyen', 'edad': 59, 'ciudad': 'Querétaro'}","{'nombre': 'know', 'marca': 'Robinson-Hill', 'stock': 78}",Property hand significant too decade life choice others. Step need gas not eye or close exist.,"Bad quality spend man movement. Officer much how quickly.
Street business able light history improve view. Yourself policy time attorney well.",2026-03-29
3495.98,6,0.04,2714.76,Ropa,Transferencia,"{'nombre': 'Robert Rocha', 'edad': 54, 'ciudad': 'Puebla'}","{'nombre': 'energy', 'marca': 'Harrison Ltd', 'stock': 6}","Doctor generation a born change.
Face security simply ago Congress. Nature figure very happen run.",Amount challenge common line that fire. Meeting design why enough call. Receive reason suggest not clear.,2026-03-22
4538.48,7,0.12,6467.49,Ropa,PayPal,"{'nombre': 'Joshua Turner', 'edad': 43, 'ciudad': 'Puebla'}","{'nombre': 'she', 'marca': 'Dennis-Cole', 'stock': 22}",Model within common then. Spring happy stand knowledge do center. Himself myself agency game.,Apply itself south hot to. Always suffer feeling choose factor. They between this opportunity bar over site.,2025-09-25
1345.03,8,0.0,6615.16,Ropa,PayPal,"{'nombre': 'Gina Rivera', 'edad': 58, 'ciudad': 'Querétaro'}","{'nombre': 'total', 'marca': 'Valentine-Maynard', 'stock': 16}",Win bank poor laugh. Whose interest prevent last fact whatever.,"Speak new he friend really choose call final. Law season eight evidence result reason address.
Discussion argue experience look.",2026-01-05
4703.2,8,0.2,7205.11,Hogar,Efectivo,"{'nombre': 'Rebecca Hale', 'edad': 56, 'ciudad': 'Querétaro'}","{'nombre': 'air', 'marca': 'Myers-Baker', 'stock': 9}",Democrat cup himself tend prove. Conference next entire Mr local sound.,Begin each safe remember girl dinner. Teacher military itself positive fall conference. Just prevent result four.,2026-01-20
1549.14,2,0.14,2448.95,Electrónica,PayPal,"{'nombre': 'Jacqueline Lester', 'edad': 36, 'ciudad': 'Guadalajara'}","{'nombre': 'on', 'marca': 'Payne, Martin and Romero', 'stock': 32}",Line important account miss card have approach. Decision piece word very agree than two.,War product physical yes case possible. Short many operation both Democrat. After top agree analysis. Seven today tell pass large difference.,2025-10-01
4521.87,9,0.09,4645.91,Ropa,Transferencia,"{'nombre': 'Michael Martin', 'edad': 30, 'ciudad': 'Querétaro'}","{'nombre': 'area', 'marca': 'Harrington, Kerr and Huang', 'stock': 21}",Someone term who send clear. Defense sometimes area establish do morning.,"Song outside family hotel major by. Position buy outside benefit in.
Paper stuff reveal. Despite impact heart.",2026-03-23
3504.77,8,0.22,9894.27,Belleza,Transferencia,"{'nombre': 'Nicholas Perez', 'edad': 34, 'ciudad': 'CDMX'}","{'nombre': 'close', 'marca': 'Medina, Drake and Webb', 'stock': 22}",Call bit job team.,Give herself occur move quickly she. Read water identify beautiful take indicate government. Fear past deal process lot suddenly keep.,2025-10-31
2111.48,6,0.23,4764.56,Ropa,PayPal,"{'nombre': 'Katie Weaver', 'edad': 23, 'ciudad': 'Monterrey'}","{'nombre': 'left', 'marca': 'Hall-Gordon', 'stock': 82}",Necessary wall trade cost red. However smile now pretty machine begin.,Plan rise soon down cultural.,2025-05-02
1011.01,4,0.25,5151.84,Deportes,Efectivo,"{'nombre': 'Meredith Trujillo', 'edad': 59, 'ciudad': 'Monterrey'}","{'nombre': 'happy', 'marca': 'Yu and Sons', 'stock': 67}",Fine save practice strong. Despite sit statement.,"Either responsibility us agency your off. Air war whatever spend.
Yes budget plant wide. Event instead despite. Less among begin behind practice end.",2025-11-05
2653.85,3,0.02,6900.96,Belleza,Tarjeta,"{'nombre': 'Christina Short', 'edad': 24, 'ciudad': 'Puebla'}","{'nombre': 'move', 'marca': 'Chase-Evans', 'stock': 75}",Rock save bank south nearly education. Garden imagine present friend leave player.,Magazine inside fast. In try yeah so. Baby road effect method rock century wall.,2026-03-23
2946.09,1,0.24,1299.78,Electrónica,Transferencia,"{'nombre': 'Robert Gonzalez', 'edad': 50, 'ciudad': 'Querétaro'}","{'nombre': 'ability', 'marca': 'Chan, Pearson and Peck', 'stock': 96}",Determine hair around bring. Choice pattern guy mouth or worry bed. Sound leader place suddenly be.,Capital seven science character positive. Various seek write dog item itself.,2025-11-25
4294.04,3,0.14,1933.63,Ropa,Tarjeta,"{'nombre': 'Jane Rosario MD', 'edad': 59, 'ciudad': 'CDMX'}","{'nombre': 'forget', 'marca': 'Stephens, Morris and Clark', 'stock': 66}",Field audience establish institution off bad out. Whatever way outside risk by nation brother.,Relationship adult structure future late system order understand. Usually garden require speak manager.,2025-09-07
3701.81,2,0.16,9172.07,Hogar,Efectivo,"{'nombre': 'David Kelley', 'edad': 40, 'ciudad': 'Monterrey'}","{'nombre': 'central', 'marca': 'Suarez-Dixon', 'stock': 15}",Five read nor leave wish cut state. There knowledge fly hair.,Under sister item smile food foreign. Wrong daughter theory score attention nor.,2025-07-04
